,statement,predicted_score
450,http://swc2019.dice-research.org/task/dataset/s-00451,0.52
451,http://swc2019.dice-research.org/task/dataset/s-00452,0.53
452,http://swc2019.dice-research.org/task/dataset/s-00453,0.82
453,http://swc2019.dice-research.org/task/dataset/s-00454,0.54
454,http://swc2019.dice-research.org/task/dataset/s-00455,0.5
455,http://swc2019.dice-research.org/task/dataset/s-00456,0.87
456,http://swc2019.dice-research.org/task/dataset/s-00457,0.52
457,http://swc2019.dice-research.org/task/dataset/s-00458,0.59
458,http://swc2019.dice-research.org/task/dataset/s-00459,0.33
459,http://swc2019.dice-research.org/task/dataset/s-00460,0.52
460,http://swc2019.dice-research.org/task/dataset/s-00461,0.52
461,http://swc2019.dice-research.org/task/dataset/s-00462,0.59
462,http://swc2019.dice-research.org/task/dataset/s-00463,0.32
463,http://swc2019.dice-research.org/task/dataset/s-00464,0.52
464,http://swc2019.dice-research.org/task/dataset/s-00465,0.52
465,http://swc2019.dice-research.org/task/dataset/s-00466,0.52
466,http://swc2019.dice-research.org/task/dataset/s-00467,0.9
467,http://swc2019.dice-research.org/task/dataset/s-00468,0.64
468,http://swc2019.dice-research.org/task/dataset/s-00469,0.58
469,http://swc2019.dice-research.org/task/dataset/s-00470,0.39
470,http://swc2019.dice-research.org/task/dataset/s-00471,0.79
471,http://swc2019.dice-research.org/task/dataset/s-00472,0.4
472,http://swc2019.dice-research.org/task/dataset/s-00473,0.81
473,http://swc2019.dice-research.org/task/dataset/s-00474,0.52
474,http://swc2019.dice-research.org/task/dataset/s-00475,0.5
475,http://swc2019.dice-research.org/task/dataset/s-00476,0.5
476,http://swc2019.dice-research.org/task/dataset/s-00477,0.52
477,http://swc2019.dice-research.org/task/dataset/s-00478,0.9
478,http://swc2019.dice-research.org/task/dataset/s-00479,0.9
479,http://swc2019.dice-research.org/task/dataset/s-00480,0.77
480,http://swc2019.dice-research.org/task/dataset/s-00481,0.63
481,http://swc2019.dice-research.org/task/dataset/s-00482,0.5
482,http://swc2019.dice-research.org/task/dataset/s-00483,0.65
483,http://swc2019.dice-research.org/task/dataset/s-00484,0.81
484,http://swc2019.dice-research.org/task/dataset/s-00485,0.75
485,http://swc2019.dice-research.org/task/dataset/s-00486,0.59
486,http://swc2019.dice-research.org/task/dataset/s-00487,0.53
487,http://swc2019.dice-research.org/task/dataset/s-00488,0.59
488,http://swc2019.dice-research.org/task/dataset/s-00489,0.53
489,http://swc2019.dice-research.org/task/dataset/s-00490,0.53
490,http://swc2019.dice-research.org/task/dataset/s-00491,0.51
491,http://swc2019.dice-research.org/task/dataset/s-00492,0.52
492,http://swc2019.dice-research.org/task/dataset/s-00493,0.52
493,http://swc2019.dice-research.org/task/dataset/s-00494,0.4
494,http://swc2019.dice-research.org/task/dataset/s-00495,0.49
495,http://swc2019.dice-research.org/task/dataset/s-00496,0.63
496,http://swc2019.dice-research.org/task/dataset/s-00497,0.6
497,http://swc2019.dice-research.org/task/dataset/s-00498,0.6
498,http://swc2019.dice-research.org/task/dataset/s-00499,0.61
499,http://swc2019.dice-research.org/task/dataset/s-00500,0.5
500,http://swc2019.dice-research.org/task/dataset/s-00501,0.56
501,http://swc2019.dice-research.org/task/dataset/s-00502,0.82
502,http://swc2019.dice-research.org/task/dataset/s-00503,0.51
503,http://swc2019.dice-research.org/task/dataset/s-00504,0.52
504,http://swc2019.dice-research.org/task/dataset/s-00505,0.52
505,http://swc2019.dice-research.org/task/dataset/s-00506,0.59
506,http://swc2019.dice-research.org/task/dataset/s-00507,0.89
507,http://swc2019.dice-research.org/task/dataset/s-00508,0.4
508,http://swc2019.dice-research.org/task/dataset/s-00509,0.52
509,http://swc2019.dice-research.org/task/dataset/s-00510,0.59
510,http://swc2019.dice-research.org/task/dataset/s-00511,0.62
511,http://swc2019.dice-research.org/task/dataset/s-00512,0.39
512,http://swc2019.dice-research.org/task/dataset/s-00513,0.54
513,http://swc2019.dice-research.org/task/dataset/s-00514,0.6
514,http://swc2019.dice-research.org/task/dataset/s-00515,0.52
515,http://swc2019.dice-research.org/task/dataset/s-00516,0.5
516,http://swc2019.dice-research.org/task/dataset/s-00517,0.52
517,http://swc2019.dice-research.org/task/dataset/s-00518,0.62
518,http://swc2019.dice-research.org/task/dataset/s-00519,0.54
519,http://swc2019.dice-research.org/task/dataset/s-00520,0.52
520,http://swc2019.dice-research.org/task/dataset/s-00521,0.61
521,http://swc2019.dice-research.org/task/dataset/s-00522,0.36
522,http://swc2019.dice-research.org/task/dataset/s-00523,0.59
523,http://swc2019.dice-research.org/task/dataset/s-00524,0.54
524,http://swc2019.dice-research.org/task/dataset/s-00525,0.88
525,http://swc2019.dice-research.org/task/dataset/s-00526,0.51
526,http://swc2019.dice-research.org/task/dataset/s-00527,0.87
527,http://swc2019.dice-research.org/task/dataset/s-00528,0.87
528,http://swc2019.dice-research.org/task/dataset/s-00529,0.48
529,http://swc2019.dice-research.org/task/dataset/s-00530,0.52
530,http://swc2019.dice-research.org/task/dataset/s-00531,0.53
531,http://swc2019.dice-research.org/task/dataset/s-00532,0.51
532,http://swc2019.dice-research.org/task/dataset/s-00533,0.52
533,http://swc2019.dice-research.org/task/dataset/s-00534,0.52
534,http://swc2019.dice-research.org/task/dataset/s-00535,0.51
535,http://swc2019.dice-research.org/task/dataset/s-00536,0.42
536,http://swc2019.dice-research.org/task/dataset/s-00537,0.87
537,http://swc2019.dice-research.org/task/dataset/s-00538,0.52
538,http://swc2019.dice-research.org/task/dataset/s-00539,0.52
539,http://swc2019.dice-research.org/task/dataset/s-00540,0.77
540,http://swc2019.dice-research.org/task/dataset/s-00541,0.79
541,http://swc2019.dice-research.org/task/dataset/s-00542,0.47
542,http://swc2019.dice-research.org/task/dataset/s-00543,0.52
543,http://swc2019.dice-research.org/task/dataset/s-00544,0.56
544,http://swc2019.dice-research.org/task/dataset/s-00545,0.51
545,http://swc2019.dice-research.org/task/dataset/s-00546,0.58
546,http://swc2019.dice-research.org/task/dataset/s-00547,0.51
547,http://swc2019.dice-research.org/task/dataset/s-00548,0.76
548,http://swc2019.dice-research.org/task/dataset/s-00549,0.31
549,http://swc2019.dice-research.org/task/dataset/s-00550,0.54
550,http://swc2019.dice-research.org/task/dataset/s-00551,0.35
551,http://swc2019.dice-research.org/task/dataset/s-00552,0.64
552,http://swc2019.dice-research.org/task/dataset/s-00553,0.52
553,http://swc2019.dice-research.org/task/dataset/s-00554,0.53
554,http://swc2019.dice-research.org/task/dataset/s-00555,0.53
555,http://swc2019.dice-research.org/task/dataset/s-00556,0.49
556,http://swc2019.dice-research.org/task/dataset/s-00557,0.79
557,http://swc2019.dice-research.org/task/dataset/s-00558,0.58
558,http://swc2019.dice-research.org/task/dataset/s-00559,0.52
559,http://swc2019.dice-research.org/task/dataset/s-00560,0.62
560,http://swc2019.dice-research.org/task/dataset/s-00561,0.52
561,http://swc2019.dice-research.org/task/dataset/s-00562,0.52
562,http://swc2019.dice-research.org/task/dataset/s-00563,0.9
563,http://swc2019.dice-research.org/task/dataset/s-00564,0.59
564,http://swc2019.dice-research.org/task/dataset/s-00565,0.59
565,http://swc2019.dice-research.org/task/dataset/s-00566,0.5
566,http://swc2019.dice-research.org/task/dataset/s-00567,0.52
567,http://swc2019.dice-research.org/task/dataset/s-00568,0.51
568,http://swc2019.dice-research.org/task/dataset/s-00569,0.57
569,http://swc2019.dice-research.org/task/dataset/s-00570,0.59
570,http://swc2019.dice-research.org/task/dataset/s-00571,0.53
571,http://swc2019.dice-research.org/task/dataset/s-00572,0.9
572,http://swc2019.dice-research.org/task/dataset/s-00573,0.52
573,http://swc2019.dice-research.org/task/dataset/s-00574,0.49
574,http://swc2019.dice-research.org/task/dataset/s-00575,0.54
575,http://swc2019.dice-research.org/task/dataset/s-00576,0.53
576,http://swc2019.dice-research.org/task/dataset/s-00577,0.9
577,http://swc2019.dice-research.org/task/dataset/s-00578,0.52
578,http://swc2019.dice-research.org/task/dataset/s-00579,0.58
579,http://swc2019.dice-research.org/task/dataset/s-00580,0.9
580,http://swc2019.dice-research.org/task/dataset/s-00581,0.28
581,http://swc2019.dice-research.org/task/dataset/s-00582,0.54
582,http://swc2019.dice-research.org/task/dataset/s-00583,0.32
583,http://swc2019.dice-research.org/task/dataset/s-00584,0.53
584,http://swc2019.dice-research.org/task/dataset/s-00585,0.49
585,http://swc2019.dice-research.org/task/dataset/s-00586,0.52
586,http://swc2019.dice-research.org/task/dataset/s-00587,0.52
587,http://swc2019.dice-research.org/task/dataset/s-00588,0.63
588,http://swc2019.dice-research.org/task/dataset/s-00589,0.5
589,http://swc2019.dice-research.org/task/dataset/s-00590,0.58
590,http://swc2019.dice-research.org/task/dataset/s-00591,0.76
591,http://swc2019.dice-research.org/task/dataset/s-00592,0.58
592,http://swc2019.dice-research.org/task/dataset/s-00593,0.54
593,http://swc2019.dice-research.org/task/dataset/s-00594,0.59
594,http://swc2019.dice-research.org/task/dataset/s-00595,0.52
595,http://swc2019.dice-research.org/task/dataset/s-00596,0.36
596,http://swc2019.dice-research.org/task/dataset/s-00597,0.78
597,http://swc2019.dice-research.org/task/dataset/s-00598,0.54
598,http://swc2019.dice-research.org/task/dataset/s-00599,0.45
599,http://swc2019.dice-research.org/task/dataset/s-00600,0.52
600,http://swc2019.dice-research.org/task/dataset/s-00601,0.48
601,http://swc2019.dice-research.org/task/dataset/s-00602,0.52
602,http://swc2019.dice-research.org/task/dataset/s-00603,0.5
603,http://swc2019.dice-research.org/task/dataset/s-00604,0.58
604,http://swc2019.dice-research.org/task/dataset/s-00605,0.52
605,http://swc2019.dice-research.org/task/dataset/s-00606,0.87
606,http://swc2019.dice-research.org/task/dataset/s-00607,0.53
607,http://swc2019.dice-research.org/task/dataset/s-00608,0.54
608,http://swc2019.dice-research.org/task/dataset/s-00609,0.49
609,http://swc2019.dice-research.org/task/dataset/s-00610,0.52
610,http://swc2019.dice-research.org/task/dataset/s-00611,0.54
611,http://swc2019.dice-research.org/task/dataset/s-00612,0.82
612,http://swc2019.dice-research.org/task/dataset/s-00613,0.51
613,http://swc2019.dice-research.org/task/dataset/s-00614,0.53
614,http://swc2019.dice-research.org/task/dataset/s-00615,0.52
615,http://swc2019.dice-research.org/task/dataset/s-00616,0.89
616,http://swc2019.dice-research.org/task/dataset/s-00617,0.51
617,http://swc2019.dice-research.org/task/dataset/s-00618,0.52
618,http://swc2019.dice-research.org/task/dataset/s-00619,0.63
619,http://swc2019.dice-research.org/task/dataset/s-00620,0.49
620,http://swc2019.dice-research.org/task/dataset/s-00621,0.87
621,http://swc2019.dice-research.org/task/dataset/s-00622,0.27
622,http://swc2019.dice-research.org/task/dataset/s-00623,0.59
623,http://swc2019.dice-research.org/task/dataset/s-00624,0.51
624,http://swc2019.dice-research.org/task/dataset/s-00625,0.36
625,http://swc2019.dice-research.org/task/dataset/s-00626,0.88
626,http://swc2019.dice-research.org/task/dataset/s-00627,0.51
627,http://swc2019.dice-research.org/task/dataset/s-00628,0.51
628,http://swc2019.dice-research.org/task/dataset/s-00629,0.54
629,http://swc2019.dice-research.org/task/dataset/s-00630,0.9
630,http://swc2019.dice-research.org/task/dataset/s-00631,0.58
631,http://swc2019.dice-research.org/task/dataset/s-00632,0.51
632,http://swc2019.dice-research.org/task/dataset/s-00633,0.46
633,http://swc2019.dice-research.org/task/dataset/s-00634,0.89
634,http://swc2019.dice-research.org/task/dataset/s-00635,0.51
635,http://swc2019.dice-research.org/task/dataset/s-00636,0.51
636,http://swc2019.dice-research.org/task/dataset/s-00637,0.5
637,http://swc2019.dice-research.org/task/dataset/s-00638,0.59
638,http://swc2019.dice-research.org/task/dataset/s-00639,0.32
639,http://swc2019.dice-research.org/task/dataset/s-00640,0.52
640,http://swc2019.dice-research.org/task/dataset/s-00641,0.62
641,http://swc2019.dice-research.org/task/dataset/s-00642,0.58
642,http://swc2019.dice-research.org/task/dataset/s-00643,0.86
643,http://swc2019.dice-research.org/task/dataset/s-00644,0.89
644,http://swc2019.dice-research.org/task/dataset/s-00645,0.52
645,http://swc2019.dice-research.org/task/dataset/s-00646,0.51
646,http://swc2019.dice-research.org/task/dataset/s-00647,0.84
647,http://swc2019.dice-research.org/task/dataset/s-00648,0.73
648,http://swc2019.dice-research.org/task/dataset/s-00649,0.51
649,http://swc2019.dice-research.org/task/dataset/s-00650,0.73
650,http://swc2019.dice-research.org/task/dataset/s-00651,0.56
651,http://swc2019.dice-research.org/task/dataset/s-00652,0.53
652,http://swc2019.dice-research.org/task/dataset/s-00653,0.55
653,http://swc2019.dice-research.org/task/dataset/s-00654,0.39
654,http://swc2019.dice-research.org/task/dataset/s-00655,0.52
655,http://swc2019.dice-research.org/task/dataset/s-00656,0.9
656,http://swc2019.dice-research.org/task/dataset/s-00657,0.58
657,http://swc2019.dice-research.org/task/dataset/s-00658,0.9
658,http://swc2019.dice-research.org/task/dataset/s-00659,0.45
659,http://swc2019.dice-research.org/task/dataset/s-00660,0.5
660,http://swc2019.dice-research.org/task/dataset/s-00661,0.53
661,http://swc2019.dice-research.org/task/dataset/s-00662,0.52
662,http://swc2019.dice-research.org/task/dataset/s-00663,0.81
663,http://swc2019.dice-research.org/task/dataset/s-00664,0.52
664,http://swc2019.dice-research.org/task/dataset/s-00665,0.52
665,http://swc2019.dice-research.org/task/dataset/s-00666,0.86
666,http://swc2019.dice-research.org/task/dataset/s-00667,0.5
667,http://swc2019.dice-research.org/task/dataset/s-00668,0.9
668,http://swc2019.dice-research.org/task/dataset/s-00669,0.6
669,http://swc2019.dice-research.org/task/dataset/s-00670,0.51
670,http://swc2019.dice-research.org/task/dataset/s-00671,0.83
671,http://swc2019.dice-research.org/task/dataset/s-00672,0.52
672,http://swc2019.dice-research.org/task/dataset/s-00673,0.62
673,http://swc2019.dice-research.org/task/dataset/s-00674,0.51
674,http://swc2019.dice-research.org/task/dataset/s-00675,0.52
675,http://swc2019.dice-research.org/task/dataset/s-00676,0.48
676,http://swc2019.dice-research.org/task/dataset/s-00677,0.51
677,http://swc2019.dice-research.org/task/dataset/s-00678,0.54
678,http://swc2019.dice-research.org/task/dataset/s-00679,0.49
679,http://swc2019.dice-research.org/task/dataset/s-00680,0.5
680,http://swc2019.dice-research.org/task/dataset/s-00681,0.53
681,http://swc2019.dice-research.org/task/dataset/s-00682,0.9
682,http://swc2019.dice-research.org/task/dataset/s-00683,0.59
683,http://swc2019.dice-research.org/task/dataset/s-00684,0.52
684,http://swc2019.dice-research.org/task/dataset/s-00685,0.52
685,http://swc2019.dice-research.org/task/dataset/s-00686,0.52
686,http://swc2019.dice-research.org/task/dataset/s-00687,0.75
687,http://swc2019.dice-research.org/task/dataset/s-00688,0.62
688,http://swc2019.dice-research.org/task/dataset/s-00689,0.63
689,http://swc2019.dice-research.org/task/dataset/s-00690,0.61
690,http://swc2019.dice-research.org/task/dataset/s-00691,0.59
691,http://swc2019.dice-research.org/task/dataset/s-00692,0.56
692,http://swc2019.dice-research.org/task/dataset/s-00693,0.65
693,http://swc2019.dice-research.org/task/dataset/s-00694,0.52
694,http://swc2019.dice-research.org/task/dataset/s-00695,0.9
695,http://swc2019.dice-research.org/task/dataset/s-00696,0.53
696,http://swc2019.dice-research.org/task/dataset/s-00697,0.52
697,http://swc2019.dice-research.org/task/dataset/s-00698,0.53
698,http://swc2019.dice-research.org/task/dataset/s-00699,0.9
699,http://swc2019.dice-research.org/task/dataset/s-00700,0.53
700,http://swc2019.dice-research.org/task/dataset/s-00701,0.52
701,http://swc2019.dice-research.org/task/dataset/s-00702,0.59
702,http://swc2019.dice-research.org/task/dataset/s-00703,0.46
703,http://swc2019.dice-research.org/task/dataset/s-00704,0.64
704,http://swc2019.dice-research.org/task/dataset/s-00705,0.69
705,http://swc2019.dice-research.org/task/dataset/s-00706,0.53
706,http://swc2019.dice-research.org/task/dataset/s-00707,0.52
707,http://swc2019.dice-research.org/task/dataset/s-00708,0.57
708,http://swc2019.dice-research.org/task/dataset/s-00709,0.63
709,http://swc2019.dice-research.org/task/dataset/s-00710,0.64
710,http://swc2019.dice-research.org/task/dataset/s-00711,0.53
711,http://swc2019.dice-research.org/task/dataset/s-00712,0.6
712,http://swc2019.dice-research.org/task/dataset/s-00713,0.51
713,http://swc2019.dice-research.org/task/dataset/s-00714,0.56
714,http://swc2019.dice-research.org/task/dataset/s-00715,0.49
715,http://swc2019.dice-research.org/task/dataset/s-00716,0.87
716,http://swc2019.dice-research.org/task/dataset/s-00717,0.53
